"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","Customer Support > SUP-08 Support name accepts text","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","60","Cart > CART-11 Continue shopping returns to products","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","175","Persistence > PERS-15 Persisted profile name displays after login","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","17","API Internal > API-12 API product shape has category","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","51","Payment > PAY-07 Invalid card is rejected","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","24","User Profile > PROF-13 Profile page contains logout button","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","125","Payment > PAY-08 Valid card payment succeeds","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","47","Customer Support > SUP-06 Support priority can be high","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","86","Authentication > AUTH-12 Session remains after reload","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","38","API Internal > API-07 Ticket API returns 201","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","8","Persistence > PERS-08 Current user survives reload","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","7","Product > PROD-10 Stock text is present","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","71","Cart > CART-03 Adding one item updates cart count","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","7","Customer Support > SUP-14 Stored support ticket has priority","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","11","Cart > CART-13 Cart data exists in localStorage","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","30","API Internal > API-15 API remains available after reload","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","64","Product > PROD-07 Clear search restores products","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","52","Payment > PAY-03 Card number accepts text","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","36","Payment > PAY-04 Expiry accepts text","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","809","Payment > PAY-01 Payment opens after valid shipping","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","113","Persistence > PERS-09 Cart storage can be cleared","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","106","Persistence > PERS-14 User can log back in after persisted logout","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","9","Address Shipping > SHIP-11 Saved city is stored","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","57","Cart > CART-01 Cart opens from navigation","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","182","Address Shipping > SHIP-13 Returning to cart from nav works","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","8","Customer Support > SUP-13 Support ticket is stored","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","166","Persistence > PERS-10 Cleared cart remains clear after reload","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","17","Customer Support > SUP-15 Support navigation keeps single page app active","chromium","2026-05-29","skipped","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","10","Persistence > PERS-05 Shipping method persists","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","15","User Profile > PROF-10 Profile remains visible after save","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","26","Customer Support > SUP-07 Incomplete support ticket validates","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","18","Address Shipping > SHIP-05 State field accepts text","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","291","Persistence > PERS-01 Cart persists after reload","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","10","User Profile > PROF-09 Profile storage has email","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","17","Customer Support > SUP-11 Support message accepts text","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","15","Product > PROD-03 Product names are visible","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","13","Persistence > PERS-12 Saved data is valid JSON","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","194","Cart > CART-05 Cart table shows added items","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","43","Authentication > AUTH-14 Logout clears login flag","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","9","User Profile > PROF-10 Profile remains visible after save","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","246","Customer Support > SUP-12 Support ticket submits","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","11","Product > PROD-04 Product prices are visible","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","138","Authentication > AUTH-05 Valid login succeeds","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","104","Persistence > PERS-06 Support ticket persists","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","12","API Internal > API-08 Ticket API returns generated id","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","11","Cart > CART-08 Updated quantity changes subtotal","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","12","Product > PROD-10 Stock text is present","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","29","Customer Support > SUP-09 Support email accepts text","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","184","Customer Support > SUP-07 Incomplete support ticket validates","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","28","Customer Support > SUP-08 Support name accepts text","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","105","Authentication > AUTH-05 Valid login succeeds","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","47","Customer Support > SUP-12 Support ticket submits","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","309","API Internal > API-14 API can be called after page navigation","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","59","Customer Support > SUP-08 Support name accepts text","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","166","Cart > CART-11 Continue shopping returns to products","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","45","Address Shipping > SHIP-02 Name field accepts text","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","553","Persistence > PERS-04 Shipping address persists","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","48","Address Shipping > SHIP-14 Checkout can reopen saved shipping form","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","621","Persistence > PERS-03 Profile loads after reload","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","38","User Profile > PROF-05 Profile saves successfully","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","11","API Internal > API-04 Missing product API returns null","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","55","Address Shipping > SHIP-08 Invalid address shows validation","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","10","API Internal > API-11 API product shape has price","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","32","Address Shipping > SHIP-05 State field accepts text","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","283","Persistence > PERS-13 Logout clears only auth state","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","23","Payment > PAY-03 Card number accepts text","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","73","Authentication > AUTH-13 Logout button is available in profile","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","15","Payment > PAY-06 Payment method defaults to card","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","19","API Internal > API-03 Product detail API returns Product 1","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","14","Persistence > PERS-05 Shipping method persists","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","10","API Internal > API-06 Cart API includes product id","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","12","Authentication > AUTH-02 Email field is visible","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","12","Payment > PAY-13 COD order stores method","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","19","Product > PROD-04 Product prices are visible","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","55","Customer Support > SUP-07 Incomplete support ticket validates","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","22","Customer Support > SUP-09 Support email accepts text","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","13","Payment > PAY-15 Payment page remains readable after submit","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","166","Persistence > PERS-07 Login state survives reload","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","10","API Internal > API-12 API product shape has category","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","32","Authentication > AUTH-13 Logout button is available in profile","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","12","Authentication > AUTH-09 Current user is stored","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","201","Address Shipping > SHIP-14 Checkout can reopen saved shipping form","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","104","Product > PROD-06 Search finds Product 2","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","258","Product > PROD-01 Product page shows heading","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","60","User Profile > PROF-01 Profile page opens","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","32","Address Shipping > SHIP-07 Shipping method can be changed","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","10","Persistence > PERS-08 Current user survives reload","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","166","User Profile > PROF-01 Profile page opens","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","220","Payment > PAY-07 Invalid card is rejected","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","25","Payment > PAY-03 Card number accepts text","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","251","Payment > PAY-11 Cash on delivery option can be selected","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","23","API Internal > API-13 API product shape has stock","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","9","User Profile > PROF-09 Profile storage has email","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","19","Address Shipping > SHIP-02 Name field accepts text","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","20","Customer Support > SUP-10 Support subject accepts text","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","235","Cart > CART-01 Cart opens from navigation","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","22","Authentication > AUTH-06 Login hides login navigation link","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","7","API Internal > API-06 Cart API includes product id","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","19","Customer Support > SUP-03 Support email field is visible","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","13","Product > PROD-10 Stock text is present","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","50","Customer Support > SUP-11 Support message accepts text","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","71","Cart > CART-12 Checkout button opens shipping","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","19","Address Shipping > SHIP-06 Zip field accepts valid zip","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","8","User Profile > PROF-06 Greeting updates after profile save","chromium","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","8","Customer Support > SUP-02 Support name field is visible","chromium","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","12","User Profile > PROF-08 Profile storage has phone number","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","207","Persistence > PERS-10 Cleared cart remains clear after reload","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","29","User Profile > PROF-04 Email field is editable","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","8095","Product > PROD-15 Product section can recover after no-result search","chromium","2026-05-29","failed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","13","API Internal > API-13 API product shape has stock","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","56","Address Shipping > SHIP-13 Returning to cart from nav works","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","7","Address Shipping > SHIP-10 Saved address is stored","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","12","Product > PROD-02 Product list has three items","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","7","Authentication > AUTH-08 Login flag is stored","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","67","Payment > PAY-02 Card name accepts text","webkit","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","9","API Internal > API-04 Missing product API returns null","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","32","Product > PROD-07 Clear search restores products","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","24","Customer Support > SUP-10 Support subject accepts text","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","8","Cart > CART-08 Updated quantity changes subtotal","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","54","Cart > CART-05 Cart table shows added items","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","11","Customer Support > SUP-03 Support email field is visible","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","9","Authentication > AUTH-15 Logout returns user to product section","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","162","Address Shipping > SHIP-01 Shipping page opens from checkout","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","16","Authentication > AUTH-06 Login hides login navigation link","firefox","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","54","Product > PROD-14 No-result search renders empty list","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","27","Address Shipping > SHIP-04 City field accepts text","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","11","Address Shipping > SHIP-15 Shipping form still contains selected method","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","17","Cart > CART-10 Cart count reflects removal","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","14","Cart > CART-15 Cart table hides after clearing","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","13","Customer Support > SUP-13 Support ticket is stored","webkit","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","13","Persistence > PERS-11 Last order can be stored","chromium","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","32","Address Shipping > SHIP-03 Address field accepts text","firefox","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","39","API Internal > API-03 Product detail API returns Product 1","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","57","Cart > CART-02 Empty cart message is visible","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","14","API Internal > API-06 Cart API includes product id","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","129","API Internal > API-05 Cart API returns current cart array","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","24","Customer Support > SUP-06 Support priority can be high","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","10","API Internal > API-02 Product list API returns three products","chromium","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","53","Cart > CART-07 Quantity can be updated","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","110","Cart > CART-01 Cart opens from navigation","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","14","API Internal > API-08 Ticket API returns generated id","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","245","Cart > CART-14 Clear cart removes items","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","12","Product > PROD-11 Rating text is present","webkit","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","34","User Profile > PROF-02 Name field is editable","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","74","Cart > CART-07 Quantity can be updated","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","10","API Internal > API-07 Ticket API returns 201","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","89","User Profile > PROF-14 Empty name saves as User fallback","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","110","Persistence > PERS-13 Logout clears only auth state","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","60","API Internal > API-14 API can be called after page navigation","firefox","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","72","Authentication > AUTH-01 Login page opens from navigation","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","45","Persistence > PERS-11 Last order can be stored","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","112","Product > PROD-09 Product detail opens","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","11","Cart > CART-06 Subtotal is calculated","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","255","Persistence > PERS-04 Shipping address persists","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","6","Payment > PAY-14 Order id is generated","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","90","Payment > PAY-08 Valid card payment succeeds","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","111","Customer Support > SUP-01 Support page opens","firefox","2026-05-29","passed","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","8","Product > PROD-11 Rating text is present","chromium","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","8","Authentication > AUTH-06 Login hides login navigation link","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","35","Authentication > AUTH-10 Profile greeting uses stored user","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","145","Product > PROD-14 No-result search renders empty list","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","153","Address Shipping > SHIP-12 Continue to payment opens payment page","webkit","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","107","Cart > CART-04 Adding second item updates cart count","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","18","Authentication > AUTH-07 Login shows profile navigation link","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","23","Customer Support > SUP-15 Support navigation keeps single page app active","firefox","2026-05-29","skipped","2026-05-29","Customer Support same-tab tests","support.spec.js","",""
"","98","Product > PROD-01 Product page shows heading","firefox","2026-05-29","passed","2026-05-29","Product same-tab tests","product.spec.js","",""
"","27","User Profile > PROF-03 Phone field is editable","firefox","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","128","Cart > CART-02 Empty cart message is visible","webkit","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","9","Payment > PAY-10 Payment clears cart","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","144","Persistence > PERS-14 User can log back in after persisted logout","firefox","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","260","Payment > PAY-01 Payment opens after valid shipping","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","314","Persistence > PERS-01 Cart persists after reload","webkit","2026-05-29","passed","2026-05-29","Persistence same-tab tests","persistence.spec.js","",""
"","18","Payment > PAY-05 CVV accepts text","chromium","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","17","API Internal > API-03 Product detail API returns Product 1","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","57","Address Shipping > SHIP-13 Returning to cart from nav works","chromium","2026-05-29","passed","2026-05-29","Address Shipping same-tab tests","shipping.spec.js","",""
"","12","Payment > PAY-06 Payment method defaults to card","firefox","2026-05-29","passed","2026-05-29","Payment same-tab tests","payment.spec.js","",""
"","9","Cart > CART-06 Subtotal is calculated","firefox","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","7","Authentication > AUTH-07 Login shows profile navigation link","chromium","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","24","Cart > CART-11 Continue shopping returns to products","chromium","2026-05-29","passed","2026-05-29","Cart same-tab tests","cart.spec.js","",""
"","21","API Internal > API-09 Payment API approves positive amount","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","23","User Profile > PROF-13 Profile page contains logout button","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
"","146","Authentication > AUTH-14 Logout clears login flag","webkit","2026-05-29","passed","2026-05-29","Authentication same-tab tests","auth.spec.js","",""
"","16","API Internal > API-02 Product list API returns three products","webkit","2026-05-29","passed","2026-05-29","API Internal same-tab tests","api.spec.js","",""
"","45","User Profile > PROF-08 Profile storage has phone number","webkit","2026-05-29","passed","2026-05-29","User Profile same-tab tests","profile.spec.js","",""
